gap_id,previous_timestamp,next_timestamp,delta_hours,missing_hourly_slot_count,first_missing_timestamp,last_missing_timestamp,previous_weekday,next_weekday,scope,structural_pattern,evidence_status,final_adjudication,notes_code
FCG0063,2026-03-31T23:00:00,2026-04-01T01:00:00,2,1,2026-04-01T00:00:00,2026-04-01T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0064,2026-04-01T23:00:00,2026-04-02T01:00:00,2,1,2026-04-02T00:00:00,2026-04-02T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0065,2026-04-02T23:00:00,2026-04-06T01:00:00,74,73,2026-04-03T00:00:00,2026-04-06T00:00:00,THURSDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,EXTENDED_WEEKEND_OR_HOLIDAY_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0066,2026-04-06T23:00:00,2026-04-07T01:00:00,2,1,2026-04-07T00:00:00,2026-04-07T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0067,2026-04-07T23:00:00,2026-04-08T01:00:00,2,1,2026-04-08T00:00:00,2026-04-08T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0068,2026-04-08T23:00:00,2026-04-09T01:00:00,2,1,2026-04-09T00:00:00,2026-04-09T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0069,2026-04-09T23:00:00,2026-04-10T01:00:00,2,1,2026-04-10T00:00:00,2026-04-10T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0070,2026-04-10T23:00:00,2026-04-13T01:00:00,50,49,2026-04-11T00:00:00,2026-04-13T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0071,2026-04-13T23:00:00,2026-04-14T01:00:00,2,1,2026-04-14T00:00:00,2026-04-14T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0072,2026-04-14T23:00:00,2026-04-15T01:00:00,2,1,2026-04-15T00:00:00,2026-04-15T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0073,2026-04-15T23:00:00,2026-04-16T01:00:00,2,1,2026-04-16T00:00:00,2026-04-16T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0074,2026-04-16T23:00:00,2026-04-17T01:00:00,2,1,2026-04-17T00:00:00,2026-04-17T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0075,2026-04-17T23:00:00,2026-04-20T01:00:00,50,49,2026-04-18T00:00:00,2026-04-20T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0076,2026-04-20T23:00:00,2026-04-21T01:00:00,2,1,2026-04-21T00:00:00,2026-04-21T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0077,2026-04-21T23:00:00,2026-04-22T01:00:00,2,1,2026-04-22T00:00:00,2026-04-22T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0078,2026-04-22T23:00:00,2026-04-23T01:00:00,2,1,2026-04-23T00:00:00,2026-04-23T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0079,2026-04-23T23:00:00,2026-04-24T01:00:00,2,1,2026-04-24T00:00:00,2026-04-24T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0080,2026-04-24T23:00:00,2026-04-27T01:00:00,50,49,2026-04-25T00:00:00,2026-04-27T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0081,2026-04-27T23:00:00,2026-04-28T01:00:00,2,1,2026-04-28T00:00:00,2026-04-28T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0082,2026-04-28T23:00:00,2026-04-29T01:00:00,2,1,2026-04-29T00:00:00,2026-04-29T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0083,2026-04-29T23:00:00,2026-04-30T01:00:00,2,1,2026-04-30T00:00:00,2026-04-30T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0084,2026-04-30T23:00:00,2026-05-01T01:00:00,2,1,2026-05-01T00:00:00,2026-05-01T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0085,2026-05-01T23:00:00,2026-05-04T01:00:00,50,49,2026-05-02T00:00:00,2026-05-04T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0086,2026-05-04T23:00:00,2026-05-05T01:00:00,2,1,2026-05-05T00:00:00,2026-05-05T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0087,2026-05-05T23:00:00,2026-05-06T01:00:00,2,1,2026-05-06T00:00:00,2026-05-06T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0088,2026-05-06T23:00:00,2026-05-07T01:00:00,2,1,2026-05-07T00:00:00,2026-05-07T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0089,2026-05-07T23:00:00,2026-05-08T01:00:00,2,1,2026-05-08T00:00:00,2026-05-08T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0090,2026-05-08T23:00:00,2026-05-11T01:00:00,50,49,2026-05-09T00:00:00,2026-05-11T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0091,2026-05-11T23:00:00,2026-05-12T01:00:00,2,1,2026-05-12T00:00:00,2026-05-12T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0092,2026-05-12T23:00:00,2026-05-13T01:00:00,2,1,2026-05-13T00:00:00,2026-05-13T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0093,2026-05-13T23:00:00,2026-05-14T01:00:00,2,1,2026-05-14T00:00:00,2026-05-14T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0094,2026-05-14T23:00:00,2026-05-15T01:00:00,2,1,2026-05-15T00:00:00,2026-05-15T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0095,2026-05-15T23:00:00,2026-05-18T01:00:00,50,49,2026-05-16T00:00:00,2026-05-18T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0096,2026-05-18T23:00:00,2026-05-19T01:00:00,2,1,2026-05-19T00:00:00,2026-05-19T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0097,2026-05-19T23:00:00,2026-05-20T01:00:00,2,1,2026-05-20T00:00:00,2026-05-20T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0098,2026-05-20T23:00:00,2026-05-21T01:00:00,2,1,2026-05-21T00:00:00,2026-05-21T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0099,2026-05-21T23:00:00,2026-05-22T01:00:00,2,1,2026-05-22T00:00:00,2026-05-22T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0100,2026-05-22T23:00:00,2026-05-25T01:00:00,50,49,2026-05-23T00:00:00,2026-05-25T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0101,2026-05-25T21:00:00,2026-05-26T01:00:00,4,3,2026-05-25T22:00:00,2026-05-26T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,EARLY_CLOSE_OR_EXTENDED_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0102,2026-05-26T23:00:00,2026-05-27T01:00:00,2,1,2026-05-27T00:00:00,2026-05-27T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0103,2026-05-27T23:00:00,2026-05-28T01:00:00,2,1,2026-05-28T00:00:00,2026-05-28T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0104,2026-05-28T23:00:00,2026-05-29T01:00:00,2,1,2026-05-29T00:00:00,2026-05-29T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0105,2026-05-29T23:00:00,2026-06-01T01:00:00,50,49,2026-05-30T00:00:00,2026-06-01T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0106,2026-06-01T23:00:00,2026-06-02T01:00:00,2,1,2026-06-02T00:00:00,2026-06-02T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0107,2026-06-02T23:00:00,2026-06-03T01:00:00,2,1,2026-06-03T00:00:00,2026-06-03T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0108,2026-06-03T23:00:00,2026-06-04T01:00:00,2,1,2026-06-04T00:00:00,2026-06-04T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0109,2026-06-04T23:00:00,2026-06-05T01:00:00,2,1,2026-06-05T00:00:00,2026-06-05T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0110,2026-06-05T23:00:00,2026-06-08T01:00:00,50,49,2026-06-06T00:00:00,2026-06-08T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0111,2026-06-08T23:00:00,2026-06-09T01:00:00,2,1,2026-06-09T00:00:00,2026-06-09T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0112,2026-06-09T23:00:00,2026-06-10T01:00:00,2,1,2026-06-10T00:00:00,2026-06-10T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0113,2026-06-10T23:00:00,2026-06-11T01:00:00,2,1,2026-06-11T00:00:00,2026-06-11T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0114,2026-06-11T23:00:00,2026-06-12T01:00:00,2,1,2026-06-12T00:00:00,2026-06-12T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0115,2026-06-12T23:00:00,2026-06-15T01:00:00,50,49,2026-06-13T00:00:00,2026-06-15T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0116,2026-06-15T23:00:00,2026-06-16T01:00:00,2,1,2026-06-16T00:00:00,2026-06-16T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0117,2026-06-16T23:00:00,2026-06-17T01:00:00,2,1,2026-06-17T00:00:00,2026-06-17T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0118,2026-06-17T23:00:00,2026-06-18T01:00:00,2,1,2026-06-18T00:00:00,2026-06-18T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0119,2026-06-18T23:00:00,2026-06-19T01:00:00,2,1,2026-06-19T00:00:00,2026-06-19T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0120,2026-06-19T19:00:00,2026-06-22T01:00:00,54,53,2026-06-19T20:00:00,2026-06-22T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0121,2026-06-22T23:00:00,2026-06-23T01:00:00,2,1,2026-06-23T00:00:00,2026-06-23T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0122,2026-06-23T23:00:00,2026-06-24T01:00:00,2,1,2026-06-24T00:00:00,2026-06-24T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0123,2026-06-24T23:00:00,2026-06-25T01:00:00,2,1,2026-06-25T00:00:00,2026-06-25T00:00:00,WEDNESDAY,THURSDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0124,2026-06-25T23:00:00,2026-06-26T01:00:00,2,1,2026-06-26T00:00:00,2026-06-26T00:00:00,THURSDAY,FRIDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0125,2026-06-26T23:00:00,2026-06-29T01:00:00,50,49,2026-06-27T00:00:00,2026-06-29T00:00:00,FRIDAY,MONDAY,ANALYSIS_WINDOW_INTERNAL,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0126,2026-06-29T23:00:00,2026-06-30T01:00:00,2,1,2026-06-30T00:00:00,2026-06-30T00:00:00,MONDAY,TUESDAY,ANALYSIS_WINDOW_INTERNAL,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0127,2026-06-30T23:00:00,2026-07-01T01:00:00,2,1,2026-07-01T00:00:00,2026-07-01T00:00:00,TUESDAY,WEDNESDAY,ANALYSIS_TO_BUFFER_BOUNDARY,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0128,2026-07-01T23:00:00,2026-07-02T01:00:00,2,1,2026-07-02T00:00:00,2026-07-02T00:00:00,WEDNESDAY,THURSDAY,CONTRACTED_RIGHT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0129,2026-07-02T23:00:00,2026-07-03T01:00:00,2,1,2026-07-03T00:00:00,2026-07-03T00:00:00,THURSDAY,FRIDAY,CONTRACTED_RIGHT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
