gap_id,calendar_year,day_of_week,previous_bar_timestamp,next_bar_timestamp,elapsed_hours,missing_h1_slots,previous_source_file,next_source_file,original_evidence_status,original_policy_classification,original_fail_closed_required,structural_signature_sha256,requested_primary_evidence_classes,submitted_package_ids,missing_evidence_fields,intake_status
GQ0001,2020,Thursday,2020-01-02T23:00:00,2020-01-03T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0003,2020,Monday,2020-01-06T23:00:00,2020-01-07T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0004,2020,Tuesday,2020-01-07T23:00:00,2020-01-08T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0005,2020,Wednesday,2020-01-08T23:00:00,2020-01-09T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0006,2020,Thursday,2020-01-09T23:00:00,2020-01-10T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0008,2020,Monday,2020-01-13T23:00:00,2020-01-14T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0009,2020,Tuesday,2020-01-14T23:00:00,2020-01-15T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0010,2020,Wednesday,2020-01-15T23:00:00,2020-01-16T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0011,2020,Thursday,2020-01-16T23:00:00,2020-01-17T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0013,2020,Monday,2020-01-20T19:00:00,2020-01-21T01:00:00,6.0,5,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,2cf052360caf46283533df2b4a355df6e525f734e528eb23c3f835263f882653,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0014,2020,Tuesday,2020-01-21T23:00:00,2020-01-22T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0015,2020,Wednesday,2020-01-22T23:00:00,2020-01-23T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0016,2020,Thursday,2020-01-23T23:00:00,2020-01-24T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0018,2020,Monday,2020-01-27T23:00:00,2020-01-28T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0019,2020,Tuesday,2020-01-28T23:00:00,2020-01-29T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0020,2020,Wednesday,2020-01-29T23:00:00,2020-01-30T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0021,2020,Thursday,2020-01-30T23:00:00,2020-01-31T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0023,2020,Monday,2020-02-03T23:00:00,2020-02-04T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0024,2020,Tuesday,2020-02-04T23:00:00,2020-02-05T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0025,2020,Wednesday,2020-02-05T23:00:00,2020-02-06T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0026,2020,Thursday,2020-02-06T23:00:00,2020-02-07T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0028,2020,Monday,2020-02-10T23:00:00,2020-02-11T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0029,2020,Tuesday,2020-02-11T23:00:00,2020-02-12T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0030,2020,Wednesday,2020-02-12T23:00:00,2020-02-13T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0031,2020,Thursday,2020-02-13T23:00:00,2020-02-14T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0033,2020,Monday,2020-02-17T19:00:00,2020-02-18T01:00:00,6.0,5,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,2cf052360caf46283533df2b4a355df6e525f734e528eb23c3f835263f882653,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0034,2020,Tuesday,2020-02-18T23:00:00,2020-02-19T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0035,2020,Wednesday,2020-02-19T23:00:00,2020-02-20T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0036,2020,Thursday,2020-02-20T23:00:00,2020-02-21T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0038,2020,Monday,2020-02-24T23:00:00,2020-02-25T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0039,2020,Tuesday,2020-02-25T23:00:00,2020-02-26T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,1921f479b8fcee71b61f6ab56a9e632e31cafbdeece781c0dc498da0ea88e17d,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0040,2020,Wednesday,2020-02-26T23:00:00,2020-02-27T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,cd6030fe05668e3196ee04b5ec77c4dddd7b68eef8b958f8072995fb7ad04a0b,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0041,2020,Thursday,2020-02-27T23:00:00,2020-02-28T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c1a2dfe523c209f098838cda2ec2406a2c42635d34598a4227d6752a57634fca,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
GQ0043,2020,Monday,2020-03-02T23:00:00,2020-03-03T01:00:00,2.0,1,GOLD#_H1_202001020900_202012311800.csv,GOLD#_H1_202001020900_202012311800.csv,UNVERIFIED,UNVERIFIED_GAP,true,c6cb6d143c97092165f7fa92edadd205d16ca9c3594b4a6c7ef8b426eb95522f,BROKER_SERVER_SESSION_SCHEDULE|SAME_BROKER_SERVER_LOWER_TIMEFRAME_OR_TICK_EXPORT|INDEPENDENT_SAME_BROKER_SERVER_H1_EXPORT|OFFICIAL_MARKET_OR_BROKER_HOLIDAY_NOTICE,,evidence_package_id|evidence_type|evidence_role_PRIMARY|source_organization|broker|server|symbol|time_basis|timezone_or_unknown|effective_start|effective_end|captured_at|artifact_path|artifact_sha256|source_metadata|validation_status,NO_EVIDENCE_SUBMITTED
