run_id,window_index,phase,event_time,runtime_symbol,timeframe,authoritative_source,case_id,classification,paf_candidate_direction,paf_direction_is_usable_for_first_touch,paf_direction_source,paf_direction_reason,paf_fibo_direction_gap_reason,schema_origin,candidate_outcome,candidate_reason,source_row,entry_reference_price,atr,entry_atr_authoritative_source,entry_atr_source_log,entry_atr_join_key
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 14:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,38,1927.05,4.29,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 16:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,39,1924.16,4.51,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 17:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,40,1925.08,4.80,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 18:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,41,1926.35,4.93,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 19:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,42,1924.86,5.03,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,3,dz_w003_20230115_20230122,2023.01.20 20:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,43,1925.18,5.08,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w003_20230115_20230122/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,4,dz_w004_20230122_20230129,2023.01.23 02:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,44,1927.22,4.25,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,4,dz_w004_20230122_20230129,2023.01.23 13:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,45,1926.38,3.91,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,4,dz_w004_20230122_20230129,2023.01.23 15:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,46,1926.61,4.09,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129/ea_mirror.log,run_id+case_id+event_time
run_20260711_145612,4,dz_w004_20230122_20230129,2023.01.23 20:00:00,GOLD#,H1,ea_mirror.log,GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129,POSSIBLE_FIBO_PULLBACK,BUY,true,FIBO_PULLBACK_EMA,fibo_pullback_with_bullish_ema_context,NONE,NATIVE,ELIGIBLE_DIAGNOSTIC_ROW,USABLE_DIRECTION_COMPLETE,48,1923.94,5.77,ea_mirror.log,run_20260711_145612/GOLD_HASH_H1_PAF_HISTORICAL_STABILITY_DZ_dz_w004_20230122_20230129/ea_mirror.log,run_id+case_id+event_time
