run_id,case_id,base_case_id,phase,actual_symbol,canonical_symbol,timeframe,period_from,period_to,execution_status,report_artifact_status,total_trades,event_time,classification,regime,spread,spread_bucket,session_bucket,direction,entry_reference_price,outcome_label,limitation,source_file
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.06 20:00:00,POSSIBLE_ZONE_REJECTION,trend,16.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.06 21:00:00,POSSIBLE_ZONE_REJECTION,trend,17.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.06 23:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,OTHER,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 01:00:00,POSSIBLE_ZONE_REJECTION,trend,20.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 02:00:00,POSSIBLE_ZONE_REJECTION,trend,19.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 06:00:00,POSSIBLE_FIBO_PULLBACK,trend,19.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 10:00:00,POSSIBLE_FIBO_PULLBACK,trend,20.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 13:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 14:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 15:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 16:00:00,POSSIBLE_FIBO_PULLBACK,trend,19.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 18:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.07 21:00:00,POSSIBLE_FIBO_PULLBACK,breakout,18.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 04:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 06:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 09:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 10:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 11:00:00,POSSIBLE_FIBO_PULLBACK,trend,16.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 12:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 13:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 15:00:00,POSSIBLE_FIBO_PULLBACK,trend,16.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 16:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 17:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.08 20:00:00,POSSIBLE_ZONE_REJECTION,trend,16.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.09 01:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.09 02:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.12 02:00:00,POSSIBLE_BREAK_RETEST,trend,22.0,NORMAL_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.12 03:00:00,POSSIBLE_BREAK_RETEST,trend,19.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.12 18:00:00,POSSIBLE_ZONE_REJECTION,trend,17.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 02:00:00,POSSIBLE_FIBO_PULLBACK,trend,16.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 05:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 06:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 10:00:00,POSSIBLE_ZONE_REJECTION,trend,17.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 11:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 13:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 15:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.13 21:00:00,POSSIBLE_FIBO_PULLBACK,breakout,16.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.14 01:00:00,POSSIBLE_FIBO_PULLBACK,breakout,20.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.14 07:00:00,POSSIBLE_ZONE_REJECTION,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.14 11:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.14 16:00:00,POSSIBLE_ZONE_REJECTION,trend,18.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.14 21:00:00,POSSIBLE_ZONE_REJECTION,trend,17.0,LOW_SPREAD,NEW_YORK,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.15 03:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.15 05:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.15 08:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,LONDON,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.15 14:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,OVERLAP,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.16 06:00:00,POSSIBLE_FIBO_PULLBACK,trend,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.19 02:00:00,POSSIBLE_BREAK_RETEST,breakout,18.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
run_20260707_151857,GOLD_HASH_H1_PAF_DIAG_AQ_aq_w1_20260101_20260201,GOLD_HASH_H1_PAF_DIAG_AQ,aq_w1_20260101_20260201,GOLD#,GOLD,H1,2026-01-01,2026-02-01,PASS,FOUND,0,2026.01.20 05:00:00,POSSIBLE_FIBO_PULLBACK,trend,17.0,LOW_SPREAD,ASIA,,,DIRECTION_MISSING,diagnostic log has no direction field,ea_mirror.log
