run_id,case_id,base_case_id,phase,symbol,timeframe,direction,volume,open_time,close_time,duration_minutes,open_price,close_price,sl,tp,profit,commission,swap,total_profit,exit_reason,magic_number,entry_comment,exit_comment,open_deal,close_deal
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-03 06:00:00,2023-01-03 09:48:26,228.43,1.06733,1.06419,1.06733,2.0,-9.42,0.0,0.0,-9.42,SL,,FAT Trend Buy,sl 1.06419,2,3
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,sell,0.03,2023-01-04 07:00:00,2023-01-04 09:44:18,164.3,1.05721,1.05996,1.05721,4.0,-8.25,0.0,0.0,-8.25,SL,,FAT Trend Sell,sl 1.05995,4,5
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,sell,0.03,2023-01-04 10:00:00,2023-01-04 10:13:26,13.43,1.0593,1.06205,1.0593,6.0,-8.25,0.0,0.0,-8.25,SL,,FAT Trend Sell,sl 1.06205,6,7
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,sell,0.02,2023-01-04 21:00:00,2023-01-05 17:08:40,1208.67,1.05979,1.05607,1.05979,8.0,7.44,0.0,0.12,7.56,SL,,FAT Trend Sell,sl 1.05607,8,9
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,sell,0.02,2023-01-06 16:00:00,2023-01-06 17:00:25,60.42,1.05416,1.05282,1.05416,10.0,2.68,0.0,0.0,2.68,SL,,FAT Trend Sell,sl 1.05281,10,11
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.01,2023-01-06 19:00:00,2023-01-09 09:29:01,3749.02,1.06196,1.06754,1.06196,12.0,5.58,0.0,-0.08,5.5,SL,,FAT Breakout Buy,sl 1.06754,12,13
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-10 10:00:00,2023-01-10 16:46:46,406.77,1.07325,1.0736,1.07325,14.0,1.05,0.0,0.0,1.05,SL,,FAT Trend Buy,sl 1.07360,14,15
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-10 17:00:00,2023-01-11 17:57:28,1497.47,1.07412,1.07541,1.07412,16.0,2.58,0.0,-0.17,2.41,SL,,FAT Trend Buy,sl 1.07541,16,17
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-12 09:00:00,2023-01-12 15:28:40,388.67,1.07578,1.08053,1.07578,18.0,14.25,0.0,0.0,14.25,TP,,FAT Trend Buy,tp 1.08053,18,19
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-13 17:00:00,2023-01-16 08:32:25,3812.42,1.08191,1.08434,1.08191,20.0,4.86,0.0,-0.17,4.69,SL,,FAT Trend Buy,sl 1.08436,20,21
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-16 10:00:00,2023-01-16 10:56:40,56.67,1.08313,1.08027,1.08313,22.0,-8.58,0.0,0.0,-8.58,SL,,FAT Trend Buy,sl 1.08028,22,23
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-17 17:00:00,2023-01-17 17:09:30,9.5,1.08641,1.08266,1.08641,24.0,-7.5,0.0,0.0,-7.5,SL,,FAT Breakout Buy,sl 1.08267,24,25
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-18 10:00:00,2023-01-18 13:12:59,192.98,1.08264,1.08453,1.08264,26.0,3.78,0.0,0.0,3.78,SL,,FAT Trend Buy,sl 1.08455,26,27
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-18 14:00:00,2023-01-18 16:37:40,157.67,1.08157,1.08495,1.08157,28.0,6.76,0.0,0.0,6.76,SL,,FAT Trend Buy,sl 1.08496,28,29
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.01,2023-01-18 19:00:00,2023-01-20 10:57:26,2397.43,1.08275,1.08392,1.08275,30.0,1.17,0.0,-0.33,0.84,SL,,FAT Trend Buy,sl 1.08392,30,31
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-20 13:00:00,2023-01-20 15:50:12,170.2,1.08395,1.08103,1.08395,32.0,-8.76,0.0,0.0,-8.76,SL,,FAT Trend Buy,sl 1.08103,32,33
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-23 14:00:00,2023-01-23 16:21:39,141.65,1.0882,1.08454,1.0882,34.0,-7.32,0.0,0.0,-7.32,SL,,FAT Trend Buy,sl 1.08454,34,35
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-23 17:00:00,2023-01-24 10:15:31,1035.52,1.08624,1.0883,1.08624,36.0,4.12,0.0,-0.17,3.95,SL,,FAT Trend Buy,sl 1.08831,36,37
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.04,2023-01-24 11:00:00,2023-01-24 11:55:02,55.03,1.08755,1.08521,1.08755,38.0,-9.36,0.0,0.0,-9.36,SL,,FAT Trend Buy,sl 1.08521,38,39
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.04,2023-01-25 10:00:00,2023-01-25 13:23:42,203.7,1.08817,1.08587,1.08817,40.0,-9.2,0.0,0.0,-9.2,SL,,FAT Trend Buy,sl 1.08587,40,41
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.03,2023-01-26 16:00:00,2023-01-26 17:35:28,95.47,1.09033,1.08729,1.09033,42.0,-9.12,0.0,0.0,-9.12,SL,,FAT Trend Buy,sl 1.08732,42,43
run_20260621_173616,EURUSD_H1_10000_train,EURUSD_H1_10000,train,EURUSD,H1,buy,0.02,2023-01-26 23:00:00,2023-01-27 16:12:30,1032.5,1.08929,1.08504,1.08929,44.0,-8.5,0.0,-0.17,-8.67,SL,,FAT Trend Buy,sl 1.08507,44,45
